idx,session_id,camera_id,presented_order,time_ms,label_state,sub_label,attributes,confidence,is_uncertain,desc_major,desc_sub,desc_attrs,description,nl_tags,desc_major_encoded,observation.robot_state.joint_positions_2,action.joint_position_0,action.target_cartesian_position_1,action.joint_position_2,action.cartesian_position_1
66,Mon_May_15_22_22_44_2023,20103212,66,311,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[67/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.1008756086230278,-0.13853755639865994,-0.13981230285885582,-0.10095919993545976,-0.14791389453084264
67,Mon_May_15_22_22_44_2023,20103212,67,360,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[68/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.1009206548333168,-0.13286650460213423,-0.1383193340909114,-0.10441411309875548,-0.1454219019789856
68,Mon_May_15_22_22_44_2023,20103212,68,343,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[69/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.1005387008190155,-0.1296936720609665,-0.13800598464458264,-0.10733594791963696,-0.14420152188110752
69,Mon_May_15_22_22_44_2023,20103212,69,307,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[70/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10048997402191162,-0.13175392849370837,-0.13949848960080813,-0.1063095242716372,-0.1443114271396364
70,Mon_May_15_22_22_44_2023,20103212,70,521,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[71/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10055331140756607,-0.13437092560343444,-0.14135174628700026,-0.10548142762854695,-0.145131882938017
71,Mon_May_15_22_22_44_2023,20103212,71,437,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[72/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10068653523921967,-0.1373247280716896,-0.14374254800418196,-0.1047875345684588,-0.1463357663062929
72,Mon_May_15_22_22_44_2023,20103212,72,514,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[73/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10103587061166763,-0.13378819124773145,-0.1478704659964315,-0.11185498535633087,-0.14850763599670203
73,Mon_May_15_22_22_44_2023,20103212,73,422,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[74/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10153314471244812,-0.13679941301234066,-0.1506640511662617,-0.11187801789492369,-0.15045500725175642
74,Mon_May_15_22_22_44_2023,20103212,74,305,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[75/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10362058132886887,-0.1375293961027637,-0.15425346797777362,-0.1144576407968998,-0.1529173478710396
75,Mon_May_15_22_22_44_2023,20103212,75,304,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[76/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10620901733636856,-0.1409911043010652,-0.15465336395199092,-0.11197861330583692,-0.15443157536124807
76,Mon_May_15_22_22_44_2023,20103212,76,769,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[77/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.10910681635141373,-0.14285708800889552,-0.1566302471079697,-0.11200805474072695,-0.1565063872455906
77,Mon_May_15_22_22_44_2023,20103212,77,446,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[78/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.1110740676522255,-0.14520347770303488,-0.16533225265329643,-0.11532116588205099,-0.16092692869598257
78,Mon_May_15_22_22_44_2023,20103212,78,384,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[79/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.1119854599237442,-0.14888675790280104,-0.16636751328219612,-0.11250797609682195,-0.16266105225052552
79,Mon_May_15_22_22_44_2023,20103212,79,370,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[80/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11281769722700119,-0.14972522715106606,-0.1678874384983271,-0.1128744411689695,-0.1643745020636875
80,Mon_May_15_22_22_44_2023,20103212,80,375,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[81/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11325062066316605,-0.1546968575567007,-0.16772923044038424,-0.10778795834630728,-0.1651502444284879
81,Mon_May_15_22_22_44_2023,20103212,81,343,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[82/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11330173909664154,-0.1598911825567484,-0.17289816560936866,-0.10582461161538959,-0.1678273592985902
82,Mon_May_15_22_22_44_2023,20103212,82,376,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[83/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11327995359897614,-0.1612713197246194,-0.16978285125940806,-0.1025109039619565,-0.16735378433782522
83,Mon_May_15_22_22_44_2023,20103212,83,360,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[84/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11312428116798401,-0.1598841780796647,-0.16449663384030833,-0.1002970039844513,-0.16587911860373084
84,Mon_May_15_22_22_44_2023,20103212,84,418,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[85/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11278606206178665,-0.159126752987504,-0.16272178859144587,-0.09900829382240772,-0.16506824668731593
85,Mon_May_15_22_22_44_2023,20103212,85,532,approach,far,,M,0,로봇이 대상에 접근하고 있습니다.,먼 거리에서 접근 중.,,"[86/250] 로봇이 대상에 접근하고 있습니다. 먼 거리에서 접근 중. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;distant;far;move closer;다가감;먼;접근,3,-0.11196183413267136,-0.1571896905079484,-0.16115603650224347,-0.0984735656529665,-0.16402616092790714
86,Mon_May_15_22_22_44_2023,20103212,86,375,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[87/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.1106993556022644,-0.16148316580802202,-0.15761487539229402,-0.08950998447835445,-0.16187317615605
87,Mon_May_15_22_22_44_2023,20103212,87,435,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[88/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.10863406956195831,-0.1594063276425004,-0.15666593946754198,-0.08801108039915562,-0.16002126536421202
88,Mon_May_15_22_22_44_2023,20103212,88,259,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[89/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.10494823008775711,-0.15462223952636123,-0.15169494606809852,-0.08671879675239325,-0.15646341352819293
89,Mon_May_15_22_22_44_2023,20103212,89,311,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[90/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.10074157267808914,-0.15199271915480494,-0.148297186066924,-0.08434305619448423,-0.15370748205863627
90,Mon_May_15_22_22_44_2023,20103212,90,205,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[91/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.09695260971784592,-0.1495679075596854,-0.1477868459295903,-0.08324966579675674,-0.15171321860222794
91,Mon_May_15_22_22_44_2023,20103212,91,227,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[92/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.09342361241579056,-0.1457819410134107,-0.14887535314824846,-0.08411604724824429,-0.150223380852739
92,Mon_May_15_22_22_44_2023,20103212,92,533,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[93/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.08889419585466385,-0.14368852018378675,-0.15208690193390717,-0.0859289325599093,-0.1502389286722834
93,Mon_May_15_22_22_44_2023,20103212,93,346,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[94/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.08620838820934296,-0.1335895787924528,-0.1529344089806154,-0.09776486735790968,-0.1498651604346959
94,Mon_May_15_22_22_44_2023,20103212,94,258,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[95/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.08568038791418076,-0.14965339424088597,-0.14879289269447327,-0.07993547944352031,-0.14807739853858948
95,Mon_May_15_22_22_44_2023,20103212,95,227,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[96/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.08636258542537689,-0.14929017517715693,-0.14879289269447327,-0.07936322595924139,-0.14747262001037598
96,Mon_May_15_22_22_44_2023,20103212,96,428,approach,mid,,M,0,로봇이 대상에 접근하고 있습니다.,중간 거리 접근.,,"[97/250] 로봇이 대상에 접근하고 있습니다. 중간 거리 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;medium;mid;move closer;다가감;접근;중간,3,-0.08574073016643524,-0.1495604165829718,-0.14879289269447327,-0.07916459487751126,-0.1474001407623291
97,Mon_May_15_22_22_44_2023,20103212,97,970,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[98/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08551172912120819,-0.1500784009695053,-0.14879289269447327,-0.07921957643702626,-0.14772847294807434
98,Mon_May_15_22_22_44_2023,20103212,98,285,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[99/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08552750200033188,-0.15052955318242311,-0.14879289269447327,-0.07925888197496533,-0.14804551005363464
99,Mon_May_15_22_22_44_2023,20103212,99,314,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[100/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08552829176187515,-0.15067273611202836,-0.14879289269447327,-0.07926959544420242,-0.14814461767673492
100,Mon_May_15_22_22_44_2023,20103212,100,266,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[101/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.0855255052447319,-0.15066308248788118,-0.14879289269447327,-0.07925997627899051,-0.14813238382339478
101,Mon_May_15_22_22_44_2023,20103212,101,277,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[102/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08551627397537231,-0.15065775578841567,-0.14879289269447327,-0.07925741281360388,-0.1481279730796814
102,Mon_May_15_22_22_44_2023,20103212,102,240,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[103/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08551619201898575,-0.1506724888458848,-0.14879289269447327,-0.07925550080835819,-0.14813554286956787
103,Mon_May_15_22_22_44_2023,20103212,103,320,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[104/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08551866561174393,-0.15068042511120439,-0.14879289269447327,-0.0792623981833458,-0.14814560115337372
104,Mon_May_15_22_22_44_2023,20103212,104,436,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[105/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08551620692014694,-0.15068023186177015,-0.1481391042470932,-0.07925283117219806,-0.148140087723732
105,Mon_May_15_22_22_44_2023,20103212,105,298,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[106/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08551578223705292,-0.15244647208601236,-0.14516705323983298,-0.07543808501213789,-0.14702635835755268
106,Mon_May_15_22_22_44_2023,20103212,106,251,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[107/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08552107214927673,-0.1485293060541153,-0.14238890813475946,-0.07767641823738813,-0.14564802798139342
107,Mon_May_15_22_22_44_2023,20103212,107,296,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[108/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08502859622240067,-0.14851637976244092,-0.1433910305242126,-0.07724476605653763,-0.14545769896136168
108,Mon_May_15_22_22_44_2023,20103212,108,409,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[109/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08413286507129669,-0.1488891812041402,-0.14483625932834981,-0.07680050889030099,-0.1454880675088705
109,Mon_May_15_22_22_44_2023,20103212,109,693,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[110/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08309230953454971,-0.14985622186213732,-0.14760995157509677,-0.07670698501169682,-0.14615675713103127
110,Mon_May_15_22_22_44_2023,20103212,110,1169,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[111/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.0823087990283966,-0.1540044080466032,-0.14902645688651522,-0.07252247724682093,-0.14655542128309057
111,Mon_May_15_22_22_44_2023,20103212,111,823,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[112/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.0819399282336235,-0.15842260420322418,-0.15224743843110855,-0.0694713881239295,-0.14782347328972986
112,Mon_May_15_22_22_44_2023,20103212,112,680,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[113/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08164411783218384,-0.15751934424042702,-0.15479855903117518,-0.07194443512707949,-0.1489551539276863
113,Mon_May_15_22_22_44_2023,20103212,113,2230,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[114/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08102772384881973,-0.16093339771032333,-0.15580546240841192,-0.06931051146239042,-0.14976504586948022
114,Mon_May_15_22_22_44_2023,20103212,114,251,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[115/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08086838573217392,-0.16261637024581432,-0.15740977022499908,-0.06905000191181898,-0.15073886623029065
115,Mon_May_15_22_22_44_2023,20103212,115,335,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[116/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08072758466005325,-0.1625712839886546,-0.15827083752565174,-0.07034947443753481,-0.1515096748844258
116,Mon_May_15_22_22_44_2023,20103212,116,201,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[117/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08057046681642532,-0.1632961193099618,-0.15907235352521093,-0.07129295356571674,-0.15241906944038328
117,Mon_May_15_22_22_44_2023,20103212,117,388,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[118/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08054900914430618,-0.16460290178656578,-0.15997954760104205,-0.07095812540501356,-0.15320448970090517
118,Mon_May_15_22_22_44_2023,20103212,118,280,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[119/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08054772764444351,-0.16733858734369278,-0.16019263482768947,-0.06804564129561186,-0.15371739721551395
119,Mon_May_15_22_22_44_2023,20103212,119,203,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[120/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08055301755666733,-0.1692052148282528,-0.15973663831970025,-0.06590713374316692,-0.15401605332352566
120,Mon_May_15_22_22_44_2023,20103212,120,266,approach,near,,M,0,로봇이 대상에 접근하고 있습니다.,근접 접근.,,"[121/250] 로봇이 대상에 접근하고 있습니다. 근접 접근. (session=Mon_May_15_22_22_44_2023, cam=20103212)",approach;close;move closer;near;근접;다가감;접근,3,-0.08048711717128754,-0.17054998315870762,-0.15857176895547193,-0.06396307423710823,-0.15399280904087528
121,Mon_May_15_22_22_44_2023,20103212,121,1785,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[122/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07987768948078156,-0.17190113477408886,-0.15749340694377995,-0.06127423606812954,-0.1537011934117607
122,Mon_May_15_22_22_44_2023,20103212,122,298,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[123/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07809914648532867,-0.17136294394731522,-0.15690194198007062,-0.06072561256587505,-0.15325082327617212
123,Mon_May_15_22_22_44_2023,20103212,123,298,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[124/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07529804855585098,-0.16962576936930418,-0.15614128828114554,-0.061611682176589966,-0.15274980746234315
124,Mon_May_15_22_22_44_2023,20103212,124,413,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[125/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07325432449579239,-0.16915723029524088,-0.1558854494412738,-0.06150834169238806,-0.15247897296845905
125,Mon_May_15_22_22_44_2023,20103212,125,390,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[126/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0723329484462738,-0.1684561613947153,-0.1559744505551574,-0.06182030215859413,-0.15220323497306992
126,Mon_May_15_22_22_44_2023,20103212,126,435,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[127/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07154247164726257,-0.16755090095102787,-0.15618712040036148,-0.06258984748274088,-0.15201967333350042
127,Mon_May_15_22_22_44_2023,20103212,127,388,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[128/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07083940505981445,-0.16704408545047045,-0.15654300188975367,-0.06326120439916849,-0.15207951901837002
128,Mon_May_15_22_22_44_2023,20103212,128,385,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[129/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07046730816364288,-0.16638294141739607,-0.15720468617796307,-0.06446665665134788,-0.15241899474456685
129,Mon_May_15_22_22_44_2023,20103212,129,469,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[130/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07040496915578842,-0.1636440046131611,-0.15818633960055167,-0.0679665063507855,-0.1528242428837972
130,Mon_May_15_22_22_44_2023,20103212,130,452,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[131/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07039472460746765,-0.1632980010472238,-0.15903949128211398,-0.06884850584901869,-0.15329403387986443
